Trainee ID,Trainer ID,Date,Height,Weight,Chest Size,Fat Percentage,Waist Size,Hip Size,Muscle Mass,Goal
21037,30069,2022-02-21,186,90,102,12.55,80,97,33,Build Muscle
21038,30078,2024-09-08,173,64,97,13.39,100,103,44,Build Muscle
21046,30079,2022-08-23,183,63,97,10.69,95,92,38,Maintain
21048,30084,2023-02-11,178,58,115,16.63,81,88,33,Maintain
21050,30088,2023-07-06,171,94,87,18.84,77,95,35,Lose Fat
21053,30090,2023-08-05,153,81,102,16.41,72,87,50,Maintain
21056,30098,2023-05-12,150,91,111,16.1,92,110,50,Maintain
21059,30103,2023-02-19,151,56,89,24.81,70,87,40,Maintain
21061,30104,2024-07-20,198,76,115,24.44,85,87,37,Maintain
21065,30109,2023-04-16,169,82,89,21.31,85,110,43,Build Muscle
21067,30110,2024-02-19,153,74,109,18.66,83,106,35,Build Muscle
21068,30111,2021-09-07,156,71,120,23.56,96,108,34,Maintain
21071,30113,2024-11-10,162,74,112,22.32,81,102,34,Lose Fat
21076,30114,2024-12-20,188,85,85,24.01,84,103,37,Maintain
21081,30118,2022-05-03,188,69,101,18.48,80,86,41,Maintain
21083,30119,2024-12-07,155,67,114,12.69,82,95,45,Maintain
21084,30123,2024-04-13,154,86,112,20.99,85,108,35,Build Muscle
21087,30143,2023-05-18,199,78,97,19.18,95,93,49,Build Muscle
21088,30146,2024-05-16,176,64,94,10.86,70,95,41,Maintain
21091,30147,2023-10-16,185,78,104,21.59,100,89,35,Lose Fat
21095,30149,2024-10-28,170,71,91,17.62,86,106,32,Maintain
21096,30153,2023-01-18,184,60,110,20.01,70,98,30,Lose Fat
21097,30158,2022-11-14,178,71,101,19.13,76,103,40,Lose Fat
21098,30160,2024-09-29,184,72,108,17.37,71,89,34,Build Muscle
21100,30161,2023-09-02,157,78,95,13.69,99,101,40,Build Muscle
21101,30163,2022-12-01,170,81,116,16.43,95,102,50,Maintain
21102,30170,2024-06-29,178,58,103,20.36,79,92,42,Build Muscle
21105,30174,2023-05-13,182,78,106,19.5,84,92,42,Build Muscle
21108,30177,2022-05-22,157,57,106,18.78,90,91,33,Build Muscle
21110,30178,2023-03-02,186,89,98,14.01,99,86,36,Build Muscle
21111,30179,2024-08-15,153,59,88,12.44,70,105,36,Lose Fat
21112,30182,2023-08-26,160,73,113,23.85,71,109,34,Build Muscle
21113,30185,2024-02-21,184,81,104,18.84,84,103,41,Build Muscle
21114,30187,2023-04-11,169,71,115,23.4,99,95,45,Maintain
21117,30189,2024-09-05,188,64,101,10.53,88,99,45,Maintain
21118,30191,2023-12-07,169,85,104,23.46,83,108,34,Build Muscle
21120,30192,2023-05-29,189,91,85,15.72,88,98,47,Maintain
21123,30193,2024-12-17,159,68,99,23.4,86,99,32,Maintain
21124,30195,2021-11-28,153,64,108,18.17,75,110,33,Lose Fat
21125,30200,2022-03-11,159,77,93,23,99,91,33,Build Muscle
21129,30003,2024-07-19,169,89,116,15.32,72,99,44,Lose Fat
21130,30018,2022-02-14,189,59,116,23,71,89,49,Lose Fat
21131,30020,2022-01-09,155,79,118,22.14,92,103,34,Lose Fat
21133,30051,2022-02-10,200,73,89,24.67,81,99,41,Build Muscle
21134,30053,2022-06-26,180,58,96,22.5,95,105,45,Lose Fat
21136,30058,2023-05-15,179,65,89,18.15,73,98,50,Lose Fat
21137,30062,2022-09-01,180,74,92,20.69,75,94,44,Build Muscle
21138,30063,2024-05-28,176,69,114,16.27,76,85,35,Maintain
21139,30069,2022-09-19,162,95,103,23.95,80,95,45,Lose Fat
21140,30078,2023-02-23,161,95,100,12.15,78,88,33,Lose Fat
21143,30079,2022-06-16,158,71,112,23.02,72,98,50,Lose Fat
21145,30084,2023-04-09,198,57,104,23.1,82,94,41,Maintain
21149,30088,2022-08-29,166,65,87,12.4,97,102,49,Maintain
21150,30090,2023-05-18,187,74,100,17.52,89,105,39,Maintain
21152,30098,2023-10-23,171,71,116,13.81,86,93,39,Lose Fat
21153,30103,2022-10-06,150,56,85,12.53,94,108,35,Build Muscle
21154,30104,2022-05-09,154,66,112,21.38,98,101,40,Build Muscle
21156,30109,2022-03-09,175,84,85,17.02,83,94,30,Lose Fat
21158,30110,2022-12-19,163,77,90,22.74,79,93,40,Maintain
21159,30111,2022-11-26,156,61,101,20.58,83,110,43,Maintain
21160,30113,2022-01-13,187,65,97,23.14,85,94,32,Build Muscle
21161,30114,2022-07-30,172,71,103,21.93,88,109,36,Maintain
21163,30118,2022-10-24,168,88,88,11.11,81,92,50,Build Muscle
21164,30119,2022-09-03,200,71,100,24.11,75,85,37,Build Muscle
21166,30123,2023-05-16,200,67,102,17.35,77,85,31,Build Muscle
21169,30143,2022-11-06,157,73,116,24.51,83,88,50,Build Muscle
21170,30146,2023-05-01,184,63,105,21.43,75,91,40,Lose Fat
21173,30147,2022-07-25,159,72,119,12.09,73,85,35,Maintain
21174,30149,2022-04-08,174,58,112,15.22,96,93,32,Build Muscle
21176,30153,2024-06-03,162,67,108,23.94,100,87,46,Build Muscle
21178,30158,2023-09-29,156,56,117,21.87,75,90,40,Maintain
21181,30160,2022-09-16,157,70,91,17.41,87,101,41,Build Muscle
21182,30161,2024-04-23,177,89,103,11.27,76,88,43,Maintain
21183,30163,2022-03-04,168,92,105,23.51,95,88,36,Lose Fat
21184,30170,2022-10-28,187,87,85,13.47,87,97,30,Build Muscle
21188,30174,2023-05-02,197,57,111,24.73,96,107,49,Build Muscle
21189,30177,2023-08-19,185,90,109,24.12,83,103,43,Maintain
21191,30178,2023-10-07,188,59,113,13.27,96,92,38,Build Muscle
21192,30179,2022-01-09,180,57,110,24.51,85,94,49,Build Muscle
21194,30182,2021-10-21,162,82,99,18.49,84,102,49,Lose Fat
21198,30185,2023-08-21,181,83,108,12.98,82,99,50,Lose Fat
21201,30187,2024-10-18,168,93,108,13.33,92,90,50,Maintain
21202,30189,2021-10-22,163,81,95,21.89,91,107,47,Lose Fat
21203,30191,2025-03-08,159,74,112,14.13,76,91,30,Build Muscle
21205,30192,2023-10-26,189,76,86,19.98,71,88,39,Maintain
21206,30193,2022-06-21,157,79,105,23.8,74,92,30,Maintain
21212,30195,2024-07-02,161,65,105,14.32,99,106,34,Maintain
21215,30200,2023-01-31,157,74,106,19.65,81,99,34,Lose Fat
21217,30003,2023-10-19,158,77,105,13.24,86,85,50,Lose Fat
21220,30018,2022-04-23,150,90,108,22.83,85,87,39,Lose Fat
21226,30020,2022-02-07,150,74,108,24.93,91,101,40,Lose Fat
21227,30051,2022-09-14,168,58,89,21.13,87,92,48,Build Muscle
21230,30053,2022-09-19,184,86,111,13.2,80,97,33,Build Muscle
21231,30058,2023-09-22,169,76,115,15.15,73,96,39,Lose Fat
21232,30062,2023-12-02,170,66,105,22.77,99,98,42,Lose Fat
21233,30063,2023-06-20,175,73,89,10.48,92,93,41,Build Muscle
21234,30069,2024-08-13,184,71,106,17.73,86,109,30,Lose Fat
21238,30078,2024-05-16,152,65,94,16.11,81,85,33,Build Muscle
21239,30079,2022-06-25,193,87,111,20.7,93,88,43,Lose Fat
21240,30084,2021-06-11,177,95,103,21.05,87,110,34,Maintain
21242,30088,2024-03-31,173,65,106,13.59,79,98,34,Build Muscle
21243,30090,2023-03-23,175,95,103,11.96,88,92,35,Build Muscle
21244,30098,2023-11-19,174,77,91,17.5,92,85,42,Build Muscle
21247,30103,2022-02-04,195,76,100,16.55,84,92,33,Build Muscle
21250,30104,2022-09-30,193,80,118,14.23,100,85,46,Lose Fat
21251,30109,2022-08-11,187,70,97,13.6,79,104,42,Build Muscle
21254,30110,2025-02-02,172,68,109,15.83,70,89,47,Build Muscle
21256,30111,2022-11-18,159,85,105,15.66,90,102,46,Lose Fat
21258,30113,2022-09-10,151,61,117,10.69,100,85,41,Lose Fat
21259,30114,2022-02-03,186,69,99,13.82,84,88,44,Lose Fat
21262,30118,2021-09-14,172,79,85,23.87,88,91,44,Maintain
21263,30119,2023-03-21,200,78,93,21.71,79,108,44,Lose Fat
21264,30123,2023-06-09,161,70,117,15.78,73,108,41,Lose Fat
21266,30143,2021-05-25,183,56,90,17.7,80,109,34,Maintain
21267,30146,2023-01-24,181,80,116,20.02,97,100,34,Build Muscle
21270,30147,2025-01-27,200,56,98,24.31,82,107,36,Maintain
21271,30149,2022-09-23,184,70,101,16.43,93,89,50,Lose Fat
21273,30153,2022-04-13,177,93,112,22.5,93,101,43,Build Muscle
21276,30158,2022-07-05,196,74,105,23.16,79,104,36,Build Muscle
21279,30160,2022-05-06,159,73,95,15.86,91,109,37,Lose Fat
21282,30161,2022-04-04,158,64,104,24.28,98,92,46,Maintain
21286,30163,2022-11-09,151,91,107,23.8,81,110,40,Build Muscle
21287,30170,2022-08-29,169,56,113,17.36,96,100,50,Lose Fat
21288,30174,2022-12-29,172,87,103,17.16,96,100,44,Lose Fat
21291,30177,2022-11-21,183,65,101,11.8,75,99,42,Maintain
21297,30178,2023-05-22,191,56,93,15.17,84,107,34,Maintain
21301,30179,2022-10-11,175,70,107,24.65,80,105,50,Maintain
21302,30182,2022-05-01,191,87,107,15.23,95,92,50,Lose Fat
21303,30185,2022-08-23,185,79,85,15.83,74,91,41,Lose Fat
21304,30187,2023-09-05,156,94,118,15.17,75,110,46,Build Muscle
21307,30189,2022-07-17,189,65,115,23.85,97,104,33,Maintain
21314,30191,2023-07-28,181,69,91,22.88,70,86,42,Lose Fat
21315,30192,2024-10-08,195,74,87,12.52,89,94,44,Build Muscle
21316,30193,2022-10-21,168,93,99,11.81,100,95,50,Maintain
21317,30195,2023-12-24,151,67,103,22.61,94,98,33,Lose Fat
21318,30200,2022-02-27,190,71,120,22.07,92,91,50,Build Muscle
21323,30003,2024-01-06,162,69,108,10.89,80,109,41,Lose Fat
21324,30018,2022-04-08,158,79,91,18.39,91,94,45,Lose Fat
21325,30020,2024-06-18,170,84,100,24.77,72,87,43,Lose Fat
21327,30051,2022-09-04,181,58,96,20.52,99,86,34,Build Muscle
21328,30053,2023-01-12,151,63,94,10.28,81,97,41,Build Muscle
21329,30058,2024-05-10,181,80,120,12.37,70,92,34,Build Muscle
21331,30062,2023-06-10,158,93,100,19.19,83,103,47,Build Muscle
21333,30063,2023-08-26,151,58,106,17.58,93,92,49,Build Muscle
21335,30069,2022-05-21,159,65,117,15.85,84,90,44,Maintain
21338,30078,2021-11-09,191,91,114,24.46,84,95,38,Build Muscle
21339,30079,2023-05-15,184,72,112,18.51,98,86,44,Maintain
21340,30084,2023-10-15,200,77,89,10.01,98,87,49,Maintain
21341,30088,2023-01-29,189,84,112,14.44,96,87,38,Maintain
21343,30090,2022-02-27,195,93,90,17.51,83,105,47,Lose Fat
21344,30098,2022-12-05,171,62,119,24.21,95,86,31,Maintain
21345,30103,2022-03-10,185,71,85,20.81,80,92,39,Build Muscle
21348,30104,2021-11-09,174,57,86,11.93,70,110,42,Maintain
21349,30109,2023-05-19,150,76,99,12.81,93,90,41,Build Muscle
21351,30110,2023-12-11,188,70,92,17.92,86,98,43,Maintain
21353,30111,2023-03-30,160,60,92,11.51,79,92,42,Build Muscle
21356,30113,2023-02-08,155,66,99,21.59,71,98,45,Lose Fat
21357,30114,2021-12-26,199,89,85,17.26,71,90,33,Lose Fat
21358,30118,2023-10-24,163,78,109,11.3,74,110,45,Build Muscle
21359,30119,2023-09-21,200,68,106,15.78,99,90,47,Lose Fat
21362,30123,2023-05-13,165,90,86,13.94,84,94,43,Maintain
21363,30143,2023-08-21,187,91,101,19.61,73,95,43,Maintain
21364,30146,2022-10-11,175,74,91,23.83,78,102,30,Maintain
21366,30147,2022-06-03,167,68,87,10.78,100,103,46,Lose Fat
21367,30149,2023-03-15,172,77,115,17.19,72,86,42,Maintain
21372,30153,2021-08-13,153,75,114,11.89,81,98,49,Build Muscle
21375,30158,2022-11-09,172,72,90,12.83,76,102,48,Maintain
21380,30160,2023-07-26,167,60,97,12.8,92,92,32,Maintain
21381,30161,2023-04-08,198,67,98,22.25,93,85,48,Maintain
21383,30163,2024-09-12,171,77,115,10.42,89,104,46,Maintain
21384,30170,2023-12-20,200,59,85,16.86,94,102,38,Lose Fat
21385,30174,2022-12-01,182,80,99,12.94,90,105,35,Maintain
21387,30177,2024-05-18,191,79,87,11.22,86,105,50,Lose Fat
21390,30178,2022-08-22,195,89,97,23.17,92,85,38,Maintain
21395,30179,2023-08-16,153,80,86,13.72,77,87,43,Maintain
21396,30182,2023-08-11,188,82,105,19.09,98,107,30,Build Muscle
21397,30185,2022-12-02,160,94,97,24.16,71,92,50,Lose Fat
21399,30187,2023-03-22,166,59,91,18.27,74,107,43,Maintain
21401,30189,2022-01-14,194,90,110,14.01,87,107,49,Maintain
21403,30191,2022-01-24,152,81,86,24.35,77,88,40,Maintain
21404,30192,2022-05-05,160,67,89,10.6,100,107,35,Lose Fat
21405,30193,2023-07-14,159,89,96,20.82,88,97,33,Build Muscle
21408,30195,2022-08-06,157,91,109,17.58,87,107,43,Build Muscle
21410,30200,2023-07-13,195,74,103,23.02,96,99,32,Build Muscle
21413,30003,2022-03-26,188,67,106,22.43,83,93,49,Maintain
21415,30018,2023-06-19,200,70,108,15.47,98,98,40,Lose Fat
21417,30020,2024-01-20,163,78,97,15.65,85,95,32,Build Muscle
21418,30051,2023-10-14,199,74,93,11.26,86,91,41,Lose Fat
21419,30053,2024-01-27,195,83,102,24.5,80,97,43,Maintain
21420,30058,2024-10-26,187,68,95,19.08,91,106,43,Lose Fat
21421,30062,2022-01-25,153,60,102,19.83,72,87,48,Build Muscle
21422,30063,2022-09-23,163,55,118,14.6,96,94,45,Lose Fat
21423,30069,2022-04-10,151,77,93,20.92,87,97,46,Lose Fat
21424,30078,2022-01-17,177,89,106,16.16,87,92,47,Maintain
21425,30079,2021-08-26,182,81,106,23.47,81,91,43,Lose Fat
21426,30084,2022-02-09,192,65,118,22.08,100,109,46,Maintain
21428,30088,2023-06-14,197,58,100,10.93,87,97,50,Lose Fat
21430,30090,2024-10-31,156,82,119,22.28,100,107,30,Maintain
21431,30098,2023-04-30,186,77,102,15.28,75,98,50,Build Muscle
21432,30103,2022-07-05,185,71,95,11.56,100,98,45,Maintain
21434,30104,2023-07-26,167,80,95,22.29,91,91,40,Lose Fat
21440,30109,2022-04-20,171,94,118,10.89,73,91,43,Lose Fat
21442,30110,2023-11-20,155,59,96,16.78,82,93,31,Lose Fat
21443,30111,2024-02-20,165,74,108,21.07,84,93,34,Maintain
21444,30113,2023-01-28,150,56,99,19.03,94,107,39,Maintain
21445,30114,2024-01-08,172,95,91,19.71,91,107,34,Lose Fat
21446,30118,2023-09-26,165,83,103,20.21,76,110,41,Build Muscle
21448,30119,2025-03-30,194,62,85,10.79,76,105,30,Build Muscle
21452,30123,2023-09-22,196,87,115,22.4,72,95,39,Maintain
21453,30143,2021-08-29,174,76,106,21.54,79,107,36,Build Muscle
21455,30146,2022-07-24,180,77,87,21.52,87,107,37,Maintain
21456,30147,2023-11-20,156,58,97,16.05,71,109,44,Maintain
21459,30149,2024-05-10,158,71,97,13.84,77,103,40,Build Muscle
21460,30153,2022-12-05,153,79,96,20.11,89,100,44,Maintain
21461,30158,2025-03-20,151,95,90,17.28,94,85,48,Maintain
21462,30160,2023-11-06,184,56,88,24.19,96,90,33,Maintain
21463,30161,2022-03-26,163,66,117,14.16,96,95,50,Lose Fat
21464,30163,2023-12-10,158,55,118,12.61,94,96,30,Lose Fat
21465,30170,2022-01-14,191,87,95,20.1,91,90,38,Lose Fat
21466,30174,2022-09-17,192,75,100,13.07,75,102,36,Lose Fat
21470,30177,2023-09-08,161,62,104,18.41,97,86,46,Lose Fat
21474,30178,2022-03-10,192,91,114,10.23,85,101,49,Maintain
21480,30179,2024-06-09,166,93,98,22.8,84,103,31,Build Muscle
21482,30182,2023-09-27,195,68,93,15.58,100,86,50,Maintain
21485,30185,2023-12-23,178,90,95,19.58,83,85,48,Maintain
21489,30187,2024-08-09,162,74,100,12.07,88,101,43,Build Muscle
21490,30189,2023-04-17,172,62,108,21.99,100,90,35,Build Muscle
21491,30191,2023-02-14,189,63,120,22.29,87,110,31,Build Muscle
21493,30192,2022-06-16,151,86,109,19.37,87,104,36,Maintain
21494,30193,2023-09-30,180,93,119,23.55,99,105,35,Lose Fat
21495,30195,2023-07-21,183,93,88,14.93,98,105,34,Lose Fat
21496,30200,2023-01-24,186,79,114,20.5,87,109,43,Build Muscle
21497,30003,2021-08-22,182,95,89,13.88,86,93,39,Maintain
21498,30018,2022-04-26,181,89,113,14.85,100,85,31,Build Muscle
21499,30020,2022-02-11,150,77,113,12.7,94,106,40,Lose Fat
21502,30051,2022-07-31,174,64,117,18.12,73,107,42,Maintain
21504,30053,2023-10-25,182,92,114,16.42,96,92,48,Build Muscle
21508,30058,2023-11-20,181,75,90,19.56,84,93,50,Lose Fat
21510,30062,2021-11-22,183,72,95,19.13,97,110,38,Lose Fat
21512,30063,2022-07-18,162,84,103,24.35,90,88,50,Build Muscle
21514,30069,2023-10-16,191,58,91,14.36,92,101,44,Lose Fat
21515,30078,2023-11-03,151,64,113,17.6,90,88,43,Build Muscle
21520,30079,2023-03-08,153,66,115,19.59,82,101,39,Build Muscle
21521,30084,2024-08-14,183,74,109,14.44,89,107,40,Build Muscle
21522,30088,2022-02-25,195,64,108,14.47,80,105,43,Build Muscle
21523,30090,2023-06-14,177,86,85,19.97,77,106,37,Lose Fat
21525,30098,2023-10-28,183,59,107,20.11,85,86,48,Build Muscle
21526,30103,2023-05-26,172,94,90,24.88,90,98,42,Build Muscle
21527,30104,2022-09-20,164,57,88,15.82,84,90,42,Lose Fat
21530,30109,2023-07-13,163,58,114,11.12,76,90,38,Maintain
21531,30110,2023-07-17,198,58,87,24.63,93,93,39,Maintain
21532,30111,2024-07-06,197,90,93,21.79,92,92,42,Maintain
21533,30113,2023-10-15,185,95,116,24.42,71,87,35,Build Muscle
21534,30114,2023-05-29,164,72,103,16.15,99,104,33,Build Muscle
21535,30118,2024-02-14,151,85,111,22.6,77,99,36,Build Muscle
21537,30119,2023-09-24,183,64,114,16.51,77,108,46,Maintain
21538,30123,2022-03-22,184,95,114,17.96,77,104,48,Lose Fat
21541,30143,2023-03-08,165,68,111,16.85,78,94,36,Maintain
21542,30146,2023-01-24,197,93,105,23.68,76,96,43,Maintain
21545,30147,2022-03-24,190,59,108,11.51,87,99,33,Build Muscle
21546,30149,2023-02-08,173,57,100,18.03,97,110,48,Build Muscle
21547,30153,2023-10-28,198,67,106,12.71,83,93,40,Lose Fat
21548,30158,2023-11-17,176,95,106,22.92,93,109,48,Build Muscle
21553,30160,2023-03-22,155,69,118,23,87,108,42,Maintain
21554,30161,2022-11-17,197,82,106,23.41,90,104,40,Lose Fat
21555,30163,2023-03-04,186,63,110,11.43,78,107,35,Maintain
21558,30170,2021-09-26,169,86,99,22.49,72,85,32,Maintain
21559,30174,2024-05-13,155,78,94,21.38,70,110,48,Build Muscle
21560,30177,2023-11-25,171,59,114,20.25,99,93,48,Lose Fat
21563,30178,2023-12-01,162,73,99,24.92,80,105,50,Build Muscle
21566,30179,2022-01-12,159,81,108,12.24,86,103,33,Lose Fat
21567,30182,2024-07-28,169,55,115,13.86,90,95,38,Build Muscle
21568,30185,2023-09-01,158,75,89,17.22,70,100,36,Build Muscle
21569,30187,2022-04-22,194,87,100,17.15,85,87,45,Maintain
21570,30189,2023-01-19,171,70,109,16.19,78,107,50,Maintain
21572,30191,2023-01-28,180,82,108,22.8,93,95,44,Maintain
21574,30192,2023-12-24,153,88,98,23.42,88,89,36,Maintain
21575,30193,2023-10-27,197,68,101,10.09,98,101,44,Lose Fat
21577,30195,2023-09-28,180,61,96,13.53,97,99,48,Build Muscle
21580,30200,2023-04-18,150,77,95,18.33,97,107,34,Maintain
21581,30003,2022-05-26,154,64,85,20.17,84,94,36,Build Muscle
21582,30018,2023-01-05,163,69,115,19.18,91,108,38,Maintain
21583,30020,2023-10-28,193,89,108,10.3,77,106,39,Build Muscle
21584,30051,2022-11-14,198,93,110,20.9,85,88,36,Build Muscle
21586,30053,2022-02-07,184,71,105,12.42,73,87,40,Maintain
21587,30058,2023-07-30,158,70,93,12.97,72,91,45,Lose Fat
21588,30062,2023-01-12,159,91,96,12.35,97,107,39,Lose Fat
21590,30063,2021-09-17,193,67,91,13.43,96,93,45,Build Muscle
21593,30069,2022-06-21,167,62,97,21.92,72,85,36,Build Muscle
21594,30078,2023-07-26,154,68,102,15.63,100,94,46,Build Muscle
21604,30079,2023-02-13,197,76,97,24.51,84,103,42,Build Muscle
21611,30084,2022-02-09,181,78,89,22.97,90,97,50,Maintain
21612,30088,2023-06-01,163,71,86,12.25,83,107,49,Build Muscle
21613,30090,2024-03-09,158,76,94,18.9,80,97,46,Lose Fat
21614,30098,2025-03-16,162,95,112,10.85,77,106,45,Maintain
21619,30103,2022-06-03,194,74,110,18.28,70,88,47,Lose Fat
21620,30104,2022-07-31,173,90,114,22.23,70,104,48,Lose Fat
21624,30109,2023-09-19,193,62,95,24.71,94,102,42,Lose Fat
21625,30110,2023-06-24,189,59,105,17.85,72,109,45,Build Muscle
21627,30111,2023-06-06,187,69,91,10.53,95,89,43,Build Muscle
21628,30113,2023-01-07,176,64,114,16.52,96,91,46,Lose Fat
21629,30114,2024-01-12,154,89,104,20.88,91,100,50,Lose Fat
21630,30118,2023-12-26,193,84,107,14.53,99,107,30,Lose Fat
21631,30119,2023-07-29,199,73,120,16.11,76,86,32,Maintain
21632,30123,2022-10-04,161,68,107,20.31,81,86,50,Lose Fat
21634,30143,2024-05-12,186,87,114,24.51,73,104,42,Lose Fat
21635,30146,2025-03-12,172,86,88,15.34,71,89,40,Build Muscle
21636,30147,2022-10-09,157,77,88,11.08,79,105,45,Maintain
21638,30149,2024-08-13,196,65,118,13.97,75,106,32,Build Muscle
21641,30153,2022-08-19,151,73,105,22.12,85,108,34,Lose Fat
21642,30158,2022-02-13,153,89,101,23.69,72,102,43,Maintain
21643,30160,2023-12-03,197,68,102,21.29,92,95,37,Build Muscle
21644,30161,2023-10-07,164,59,89,21.72,93,90,30,Lose Fat
21645,30163,2023-03-15,179,63,112,23.97,80,91,38,Maintain
21647,30170,2023-08-17,178,67,88,15.89,84,88,42,Lose Fat
21649,30174,2023-04-18,151,83,120,18.48,77,104,44,Maintain
21651,30177,2023-01-26,176,68,86,22.93,71,97,37,Lose Fat
21652,30178,2022-04-29,158,70,93,18.79,87,99,41,Maintain
21656,30179,2022-06-25,165,62,112,24.13,99,85,34,Maintain
21658,30182,2022-11-19,181,88,99,15.29,89,102,30,Build Muscle
21659,30185,2021-10-20,191,81,115,15.54,99,101,35,Maintain
21660,30187,2023-08-27,156,68,114,23.04,98,85,34,Maintain
21661,30189,2023-07-13,151,92,118,20.61,72,94,39,Maintain
21662,30191,2023-12-03,150,89,87,11.33,86,86,41,Maintain
21666,30192,2022-02-17,176,63,89,22.18,87,110,36,Lose Fat
21667,30193,2023-11-21,182,55,101,15.42,75,90,37,Build Muscle
21671,30195,2021-10-04,167,58,120,24.16,100,104,43,Build Muscle
21672,30200,2024-09-12,187,86,110,19.68,93,102,33,Maintain
21675,30003,2022-02-03,156,78,87,19.15,94,98,39,Build Muscle
21676,30018,2024-03-13,184,71,95,15.09,70,86,34,Lose Fat
21681,30020,2023-09-14,151,63,95,22.26,73,99,43,Maintain
21685,30051,2023-06-28,164,69,110,19.31,72,85,40,Lose Fat
21686,30053,2022-12-05,156,94,99,24.78,75,100,49,Build Muscle
21687,30058,2023-05-03,190,91,108,16.67,77,103,44,Lose Fat
21690,30062,2022-06-29,162,62,88,11.71,80,97,42,Build Muscle
21691,30063,2024-06-05,167,59,90,23.78,97,92,33,Lose Fat
21693,30069,2022-02-19,154,74,100,20.16,93,97,41,Maintain
21696,30078,2022-05-30,159,72,96,19.86,96,100,50,Maintain
21711,30079,2023-08-26,190,92,86,14.33,84,87,31,Lose Fat
21712,30084,2024-08-01,159,78,101,22.15,94,93,49,Lose Fat
21716,30088,2023-10-25,155,90,103,13.43,91,104,45,Maintain
21717,30090,2022-06-15,171,74,115,11.26,98,108,39,Maintain
21719,30098,2024-09-12,183,76,95,11.63,96,88,32,Lose Fat
21722,30103,2023-10-07,156,61,99,18.11,81,98,44,Maintain
21723,30104,2022-02-05,169,64,89,17.29,78,103,34,Lose Fat
21726,30109,2024-11-19,174,72,92,21.48,93,109,42,Build Muscle
21728,30110,2023-07-01,178,69,90,13.23,76,110,41,Lose Fat
21731,30111,2023-12-13,165,60,114,12.4,82,110,40,Maintain
21734,30113,2024-06-13,176,65,89,22.46,74,100,50,Maintain
21736,30114,2024-03-01,179,69,91,12.31,99,109,40,Lose Fat
21738,30118,2022-12-12,179,85,106,13.17,83,94,45,Lose Fat
21740,30119,2022-04-13,179,90,88,15.76,87,85,50,Build Muscle
21744,30123,2023-06-27,170,76,118,22.24,72,89,50,Maintain
21745,30143,2025-02-16,166,63,115,10.72,90,90,32,Build Muscle
21749,30146,2024-03-28,170,70,95,10.15,85,89,49,Maintain
21750,30147,2022-11-05,170,70,94,16.56,88,89,50,Maintain
21753,30149,2022-11-22,171,82,106,24.83,78,108,31,Lose Fat
21754,30153,2022-10-24,156,92,112,11.28,74,102,49,Build Muscle
21761,30158,2023-11-19,166,56,97,24.69,92,105,36,Build Muscle
21769,30160,2023-07-23,158,86,102,11.74,77,108,34,Build Muscle
21770,30161,2022-01-23,171,83,110,10.89,93,89,32,Lose Fat
21773,30163,2022-12-29,182,70,96,12.15,94,109,47,Lose Fat
21774,30170,2023-02-08,172,62,117,18.93,92,92,31,Build Muscle
21775,30174,2022-08-23,169,95,101,15.12,70,95,37,Maintain
21777,30177,2024-12-23,189,88,102,22.5,84,98,30,Lose Fat
21779,30178,2022-09-01,197,72,93,19.59,73,90,46,Maintain
